video_name,frame_number,timestamp_seconds,spark_confidence,spark_pixel_count,spark_area,resolution,processing_time_seconds,saved_path
Turbothrill (13).mp4,77,2.567,0.5929,105,49.0,360x640,0.00148,spark_0077.jpg
Turbothrill (13).mp4,79,2.633,0.7879,149,108.5,360x640,0.0018,spark_0079.jpg
Turbothrill (13).mp4,81,2.7,0.4885,152,113.5,360x640,0.00148,spark_0081.jpg
Turbothrill (13).mp4,92,3.067,0.4941,110,64.5,360x640,0.00165,spark_0092.jpg
Turbothrill (13).mp4,101,3.367,0.3595,15,5.0,360x640,0.00139,spark_0101.jpg
Turbothrill (13).mp4,152,5.067,0.7093,378,250.0,360x640,0.00175,spark_0152.jpg
Turbothrill (13).mp4,165,5.5,0.4791,48,30.0,360x640,0.00171,spark_0165.jpg
Turbothrill (13).mp4,167,5.567,0.5016,34,20.0,360x640,0.00162,spark_0167.jpg
Turbothrill (13).mp4,171,5.7,0.7891,55,39.5,360x640,0.00176,spark_0171.jpg
Turbothrill (13).mp4,203,6.767,0.4387,64,40.5,360x640,0.00155,spark_0203.jpg
